ISO3,year,agreement
PER,1963,lafta
PER,1964,lafta
PER,1965,lafta
PER,1966,lafta
PER,1967,lafta
PER,1968,lafta
PER,1969,lafta
PER,1970,lafta
PER,1971,lafta
PER,1972,lafta
PER,1973,ptn
PER,1973,lafta
PER,1974,ptn
PER,1974,lafta
PER,1975,ptn
PER,1975,lafta
PER,1976,ptn
PER,1976,lafta
PER,1977,ptn
PER,1977,lafta
PER,1978,ptn
PER,1978,lafta
PER,1979,ptn
PER,1979,lafta
PER,1980,ptn
PER,1981,laia
PER,1981,ptn
PER,1982,laia
PER,1982,ptn
PER,1983,laia
PER,1983,ptn
PER,1984,laia
PER,1984,ptn
PER,1985,laia
PER,1985,ptn
PER,1986,laia
PER,1986,ptn
PER,1987,laia
PER,1987,ptn
PER,1988,can
PER,1988,laia
PER,1988,ptn
PER,1989,can
PER,1989,gstp
PER,1989,laia
PER,1989,ptn
PER,1990,can
PER,1990,gstp
PER,1990,laia
PER,1990,ptn
PER,1991,can
PER,1991,gstp
PER,1991,laia
PER,1991,ptn
PER,1992,can
PER,1992,gstp
PER,1992,laia
PER,1992,ptn
PER,1993,can
PER,1993,gstp
PER,1993,laia
PER,1993,ptn
PER,1994,can
PER,1994,gstp
PER,1994,laia
PER,1994,ptn
PER,1995,can
PER,1995,gstp
PER,1995,laia
PER,1995,ptn
PER,1996,can
PER,1996,gstp
PER,1996,laia
PER,1996,ptn
PER,1997,can
PER,1997,gstp
PER,1997,laia
PER,1997,ptn
PER,1998,can
PER,1998,gstp
PER,1998,laia
PER,1998,ptn
PER,1999,can
PER,1999,gstp
PER,1999,laia
PER,1999,ptn
PER,2000,can
PER,2000,gstp
PER,2000,laia
PER,2000,ptn
PER,2001,can
PER,2001,gstp
PER,2001,laia
PER,2001,ptn
PER,2002,can
PER,2002,gstp
PER,2002,laia
PER,2002,ptn
PER,2003,can
PER,2003,gstp
PER,2003,laia
PER,2003,ptn
PER,2004,can
PER,2004,gstp
PER,2004,laia
PER,2004,ptn
PER,2005,can
PER,2005,gstp
PER,2005,laia
PER,2005,ptn
PER,2006,can
PER,2006,gstp
PER,2006,laia
PER,2006,ptn
PER,2007,can
PER,2007,gstp
PER,2007,laia
PER,2007,ptn
PER,2008,can
PER,2008,gstp
PER,2008,laia
PER,2008,ptn
PER,2009,can
PER,2009,gstp
PER,2009,laia
PER,2009,ptn
PER,2009,canper
PER,2009,perchl
PER,2009,persgp
PER,2009,usaper
PER,2010,can
PER,2010,gstp
PER,2010,laia
PER,2010,ptn
PER,2010,canper
PER,2010,perchl
PER,2010,perchn
PER,2010,persgp
PER,2010,usaper
PER,2011,eftaper
PER,2011,can
PER,2011,gstp
PER,2011,laia
PER,2011,ptn
PER,2011,canper
PER,2011,perchl
PER,2011,perchn
PER,2011,perkor
PER,2011,persgp
PER,2011,usaper
PER,2012,eftaper
PER,2012,can
PER,2012,gstp
PER,2012,laia
PER,2012,ptn
PER,2012,canper
PER,2012,jpnper
PER,2012,panper
PER,2012,perchl
PER,2012,perchn
PER,2012,perkor
PER,2012,permex
PER,2012,persgp
PER,2012,usaper
PER,2013,eftaper
PER,2013,can
PER,2013,gstp
PER,2013,laia
PER,2013,ptn
PER,2013,canper
PER,2013,criper
PER,2013,eucolper
PER,2013,jpnper
PER,2013,panper
PER,2013,perchl
PER,2013,perchn
PER,2013,perkor
PER,2013,permex
PER,2013,persgp
PER,2013,usaper
PER,2014,eftaper
PER,2014,can
PER,2014,gstp
PER,2014,laia
PER,2014,ptn
PER,2014,canper
PER,2014,criper
PER,2014,eucolper
PER,2014,jpnper
PER,2014,panper
PER,2014,perchl
PER,2014,perchn
PER,2014,perkor
PER,2014,permex
PER,2014,persgp
PER,2014,usaper
PER,2015,eftaper
PER,2015,can
PER,2015,gstp
PER,2015,laia
PER,2015,ptn
PER,2015,canper
PER,2015,criper
PER,2015,eucolper
PER,2015,jpnper
PER,2015,panper
PER,2015,perchl
PER,2015,perchn
PER,2015,perkor
PER,2015,permex
PER,2015,persgp
PER,2015,usaper
PER,2016,eftaper
PER,2016,can
PER,2016,gstp
PER,2016,laia
PER,2016,ptn
PER,2016,canper
PER,2016,criper
PER,2016,eucolper
PER,2016,jpnper
PER,2016,panper
PER,2016,perchl
PER,2016,perchn
PER,2016,perkor
PER,2016,permex
PER,2016,persgp
PER,2016,usaper
PER,2016,pa
PER,2017,eftaper
PER,2017,can
PER,2017,gstp
PER,2017,laia
PER,2017,ptn
PER,2017,canper
PER,2017,criper
PER,2017,eucolper
PER,2017,jpnper
PER,2017,panper
PER,2017,perchl
PER,2017,perchn
PER,2017,perkor
PER,2017,permex
PER,2017,persgp
PER,2017,usaper
PER,2017,perhnd
PER,2017,pa
PER,2018,eftaper
PER,2018,can
PER,2018,gstp
PER,2018,laia
PER,2018,ptn
PER,2018,canper
PER,2018,criper
PER,2018,eucolper
PER,2018,jpnper
PER,2018,panper
PER,2018,perchl
PER,2018,perchn
PER,2018,perkor
PER,2018,permex
PER,2018,persgp
PER,2018,usaper
PER,2018,perhnd
PER,2018,pa
PER,2019,eftaper
PER,2019,can
PER,2019,gstp
PER,2019,laia
PER,2019,ptn
PER,2019,canper
PER,2019,criper
PER,2019,eucolper
PER,2019,jpnper
PER,2019,panper
PER,2019,perchl
PER,2019,perchn
PER,2019,perkor
PER,2019,permex
PER,2019,persgp
PER,2019,usaper
PER,2019,perhnd
PER,2019,pa
PER,2020,eftaper
PER,2020,can
PER,2020,gstp
PER,2020,laia
PER,2020,ptn
PER,2020,canper
PER,2020,criper
PER,2020,eucolper
PER,2020,jpnper
PER,2020,panper
PER,2020,perchl
PER,2020,perchn
PER,2020,perkor
PER,2020,permex
PER,2020,persgp
PER,2020,usaper
PER,2020,perhnd
PER,2020,pa
PER,2020,peraus
PER,2021,eftaper
PER,2021,can
PER,2021,gstp
PER,2021,laia
PER,2021,ptn
PER,2021,canper
PER,2021,criper
PER,2021,eucolper
PER,2021,jpnper
PER,2021,panper
PER,2021,perchl
PER,2021,perchn
PER,2021,perkor
PER,2021,permex
PER,2021,persgp
PER,2021,usaper
PER,2021,perhnd
PER,2021,pa
PER,2021,cptpp
PER,2021,peraus
PER,2021,gbrcep
PER,2022,eftaper
PER,2022,can
PER,2022,gstp
PER,2022,laia
PER,2022,ptn
PER,2022,canper
PER,2022,criper
PER,2022,eucolper
PER,2022,jpnper
PER,2022,panper
PER,2022,perchl
PER,2022,perchn
PER,2022,perkor
PER,2022,permex
PER,2022,persgp
PER,2022,usaper
PER,2022,perhnd
PER,2022,pa
PER,2022,cptpp
PER,2022,peraus
PER,2022,gbrcep
PER,2023,eftaper
PER,2023,can
PER,2023,gstp
PER,2023,laia
PER,2023,ptn
PER,2023,canper
PER,2023,criper
PER,2023,eucolper
PER,2023,jpnper
PER,2023,panper
PER,2023,perchl
PER,2023,perchn
PER,2023,perkor
PER,2023,permex
PER,2023,persgp
PER,2023,usaper
PER,2023,perhnd
PER,2023,pa
PER,2023,cptpp
PER,2023,peraus
PER,2023,gbrcep
PHL,1973,ptn
PHL,1974,ptn
PHL,1975,ptn
PHL,1976,ptn
PHL,1977,ptn
PHL,1978,ptn
PHL,1979,ptn
PHL,1980,ptn
PHL,1981,ptn
PHL,1982,ptn
PHL,1983,ptn
PHL,1984,ptn
PHL,1985,ptn
PHL,1986,ptn
PHL,1987,ptn
PHL,1988,ptn
PHL,1989,ptn
PHL,1990,ptn
PHL,1991,ptn
PHL,1992,afta
PHL,1992,gstp
PHL,1992,ptn
PHL,1993,afta
PHL,1993,gstp
PHL,1993,ptn
PHL,1994,afta
PHL,1994,gstp
PHL,1994,ptn
PHL,1995,afta
PHL,1995,gstp
PHL,1995,ptn
PHL,1996,afta
PHL,1996,gstp
PHL,1996,ptn
PHL,1997,afta
PHL,1997,gstp
PHL,1997,ptn
PHL,1998,afta
PHL,1998,aftas
PHL,1998,gstp
PHL,1998,ptn
PHL,1999,afta
PHL,1999,aftas
PHL,1999,gstp
PHL,1999,ptn
PHL,2000,afta
PHL,2000,aftas
PHL,2000,gstp
PHL,2000,ptn
PHL,2001,afta
PHL,2001,aftas
PHL,2001,gstp
PHL,2001,ptn
PHL,2002,afta
PHL,2002,aftas
PHL,2002,gstp
PHL,2002,ptn
PHL,2003,afta
PHL,2003,aftas
PHL,2003,gstp
PHL,2003,ptn
PHL,2004,afta
PHL,2004,aftas
PHL,2004,gstp
PHL,2004,ptn
PHL,2005,afta
PHL,2005,aftas
PHL,2005,aftagchn
PHL,2005,gstp
PHL,2005,ptn
PHL,2006,afta
PHL,2006,aftas
PHL,2006,aftagchn
PHL,2006,gstp
PHL,2006,ptn
PHL,2007,afta
PHL,2007,aftas
PHL,2007,aftaschn
PHL,2007,gstp
PHL,2007,ptn
PHL,2008,afta
PHL,2008,aftas
PHL,2008,aftajpn
PHL,2008,aftaschn
PHL,2008,gstp
PHL,2008,ptn
PHL,2008,jpnphl
PHL,2009,afta
PHL,2009,aftas
PHL,2009,aftajpn
PHL,2009,aftakors
PHL,2009,aftaschn
PHL,2009,gstp
PHL,2009,ptn
PHL,2009,jpnphl
PHL,2010,afta
PHL,2010,aftas
PHL,2010,asean
PHL,2010,aftajpn
PHL,2010,aftakors
PHL,2010,aseankor
PHL,2010,aftaschn
PHL,2010,gstp
PHL,2010,ptn
PHL,2010,aseanausnzl
PHL,2010,jpnphl
PHL,2010,aseanindg
PHL,2011,asean
PHL,2011,aseankor
PHL,2011,aseanchn
PHL,2011,gstp
PHL,2011,ptn
PHL,2011,aseanausnzl
PHL,2011,jpnphl
PHL,2011,aseanindg
PHL,2012,asean
PHL,2012,aseankor
PHL,2012,aseanchn
PHL,2012,gstp
PHL,2012,ptn
PHL,2012,aseanausnzl
PHL,2012,jpnphl
PHL,2012,aseanindg
PHL,2013,asean
PHL,2013,aseankor
PHL,2013,aseanchn
PHL,2013,gstp
PHL,2013,ptn
PHL,2013,aseanausnzl
PHL,2013,jpnphl
PHL,2013,aseanindg
PHL,2014,asean
PHL,2014,aseankor
PHL,2014,aseanchn
PHL,2014,gstp
PHL,2014,ptn
PHL,2014,aseanausnzl
PHL,2014,jpnphl
PHL,2014,aseanindg
PHL,2015,asean
PHL,2015,aseankor
PHL,2015,aseanchn
PHL,2015,gstp
PHL,2015,ptn
PHL,2015,aseanausnzl
PHL,2015,jpnphl
PHL,2015,aseaninds
PHL,2016,asean
PHL,2016,aseankor
PHL,2016,aseanchn
PHL,2016,gstp
PHL,2016,ptn
PHL,2016,aseanausnzl
PHL,2016,jpnphl
PHL,2016,aseaninds
PHL,2017,asean
PHL,2017,aseankor
PHL,2017,aseanchn
PHL,2017,gstp
PHL,2017,ptn
PHL,2017,aseanausnzl
PHL,2017,jpnphl
PHL,2017,aseaninds
PHL,2018,asean
PHL,2018,aseankor
PHL,2018,aseanchn
PHL,2018,gstp
PHL,2018,ptn
PHL,2018,aseanausnzl
PHL,2018,jpnphl
PHL,2018,eftaphl
PHL,2018,aseaninds
PHL,2019,asean
PHL,2019,aseankor
PHL,2019,aseanchn
PHL,2019,gstp
PHL,2019,ptn
PHL,2019,aseanausnzl
PHL,2019,jpnphl
PHL,2019,eftaphl
PHL,2019,aseaninds
PHL,2020,asean
PHL,2020,aseankor
PHL,2020,aseanchn
PHL,2020,gstp
PHL,2020,ptn
PHL,2020,aseanausnzl
PHL,2020,jpnphl
PHL,2020,eftaphl
PHL,2020,aseaninds
PHL,2020,aseanjpn
PHL,2020,aseanhkg
PHL,2021,asean
PHL,2021,aseankor
PHL,2021,aseanchn
PHL,2021,gstp
PHL,2021,ptn
PHL,2021,aseanausnzl
PHL,2021,jpnphl
PHL,2021,eftaphl
PHL,2021,aseaninds
PHL,2021,aseanjpn
PHL,2021,aseanhkg
PHL,2021,atisa
PHL,2022,asean
PHL,2022,aseankor
PHL,2022,aseanchn
PHL,2022,gstp
PHL,2022,ptn
PHL,2022,aseanausnzl
PHL,2022,jpnphl
PHL,2022,eftaphl
PHL,2022,aseaninds
PHL,2022,aseanjpn
PHL,2022,aseanhkg
PHL,2022,atisa
PHL,2023,asean
PHL,2023,aseankor
PHL,2023,aseanchn
PHL,2023,gstp
PHL,2023,ptn
PHL,2023,aseanausnzl
PHL,2023,jpnphl
PHL,2023,eftaphl
PHL,2023,aseaninds
PHL,2023,aseanjpn
PHL,2023,aseanhkg
PHL,2023,atisa
PNG,1977,patcra
PNG,1978,patcra
PNG,1979,patcra
PNG,1980,patcra
PNG,1981,patcra
PNG,1981,sparteca
PNG,1982,patcra
PNG,1982,sparteca
PNG,1983,patcra
PNG,1983,sparteca
PNG,1984,patcra
PNG,1984,sparteca
PNG,1985,patcra
PNG,1985,sparteca
PNG,1986,patcra
PNG,1986,sparteca
PNG,1987,patcra
PNG,1987,sparteca
PNG,1988,patcra
PNG,1988,sparteca
PNG,1989,patcra
PNG,1989,sparteca
PNG,1990,patcra
PNG,1990,sparteca
PNG,1991,patcra
PNG,1991,sparteca
PNG,1992,patcra
PNG,1992,sparteca
PNG,1993,patcra
PNG,1993,sparteca
PNG,1994,patcra
PNG,1994,msg
PNG,1994,sparteca
PNG,1995,patcra
PNG,1995,msg
PNG,1995,sparteca
PNG,1996,patcra
PNG,1996,msg
PNG,1996,sparteca
PNG,1997,patcra
PNG,1997,msg
PNG,1997,sparteca
PNG,1998,patcra
PNG,1998,msg
PNG,1998,sparteca
PNG,1999,patcra
PNG,1999,msg
PNG,1999,sparteca
PNG,2000,patcra
PNG,2000,msg
PNG,2000,sparteca
PNG,2001,patcra
PNG,2001,msg
PNG,2001,sparteca
PNG,2002,patcra
PNG,2002,msg
PNG,2002,sparteca
PNG,2003,patcra
PNG,2003,picta
PNG,2003,msg
PNG,2003,sparteca
PNG,2004,patcra
PNG,2004,picta
PNG,2004,msg
PNG,2004,sparteca
PNG,2005,patcra
PNG,2005,picta
PNG,2005,msg
PNG,2005,sparteca
PNG,2006,patcra
PNG,2006,picta
PNG,2006,msg
PNG,2006,sparteca
PNG,2007,patcra
PNG,2007,picta
PNG,2007,msg
PNG,2007,sparteca
PNG,2008,patcra
PNG,2008,picta
PNG,2008,msg
PNG,2008,sparteca
PNG,2009,eupngfji
PNG,2009,patcra
PNG,2009,picta
PNG,2009,msg
PNG,2009,sparteca
PNG,2010,eupngfji
PNG,2010,patcra
PNG,2010,picta
PNG,2010,msg
PNG,2010,sparteca
PNG,2011,eupngfji
PNG,2011,patcra
PNG,2011,picta
PNG,2011,msg
PNG,2011,sparteca
PNG,2012,eupngfji
PNG,2012,patcra
PNG,2012,picta
PNG,2012,msg
PNG,2012,sparteca
PNG,2013,eupngfji
PNG,2013,patcra
PNG,2013,picta
PNG,2013,msg
PNG,2013,sparteca
PNG,2014,eupngfji
PNG,2014,patcra
PNG,2014,picta
PNG,2014,msg
PNG,2014,sparteca
PNG,2015,eupngfji
PNG,2015,patcra
PNG,2015,picta
PNG,2015,msg
PNG,2015,sparteca
PNG,2016,eupngfji
PNG,2016,patcra
PNG,2016,picta
PNG,2016,msg
PNG,2016,sparteca
PNG,2017,eupngfji
PNG,2017,patcra
PNG,2017,picta
PNG,2017,msg
PNG,2017,sparteca
PNG,2018,eupngfji
PNG,2018,patcra
PNG,2018,picta
PNG,2018,msg
PNG,2018,sparteca
PNG,2019,eupngfji
PNG,2019,patcra
PNG,2019,picta
PNG,2019,msg
PNG,2019,sparteca
PNG,2020,eupngfji
PNG,2020,patcra
PNG,2020,picta
PNG,2020,msg
PNG,2020,sparteca
PNG,2021,eupngfji
PNG,2021,patcra
PNG,2021,picta
PNG,2021,msg
PNG,2021,sparteca
PNG,2021,gbrpacific
PNG,2022,eupngfji
PNG,2022,patcra
PNG,2022,picta
PNG,2022,msg
PNG,2022,sparteca
PNG,2022,gbrpacific
PNG,2023,eupngfji
PNG,2023,patcra
PNG,2023,picta
PNG,2023,msg
PNG,2023,sparteca
PNG,2023,gbrpacific
POL,1978,finpol
POL,1979,finpol
POL,1980,finpol
POL,1981,finpol
POL,1982,finpol
POL,1983,finpol
POL,1984,finpol
POL,1985,finpol
POL,1986,finpol
POL,1987,finpol
POL,1988,finpol
POL,1989,finpol
POL,1990,finpol
POL,1991,finpol
POL,1992,ecpol2
POL,1992,finpol
POL,1993,cefta
POL,1993,ecpol2
POL,1993,eftapol
POL,1993,finpol
POL,1994,cefta
POL,1994,ecpol
POL,1994,ecpol2
POL,1994,eftapol
POL,1995,cefta
POL,1995,ecpol
POL,1995,eftapol
POL,1996,cefta
POL,1996,ecpol
POL,1996,eftapol
POL,1997,cefta
POL,1997,ecpol
POL,1997,eftapol
POL,1998,cefta
POL,1998,ecpol
POL,1998,eftapol
POL,1998,polfro
POL,1998,polisr
POL,1998,polltu
POL,1999,cefta
POL,1999,ecpol
POL,1999,eftapol
POL,1999,polfro
POL,1999,polisr
POL,1999,pollva
POL,1999,polltu
POL,2000,cefta
POL,2000,ecpol
POL,2000,eftapol
POL,2000,polfro
POL,2000,polisr
POL,2000,pollva
POL,2000,polltu
POL,2000,turpol
POL,2001,cefta
POL,2001,ecpol
POL,2001,eftapol
POL,2001,polfro
POL,2001,polisr
POL,2001,pollva
POL,2001,polltu
POL,2001,turpol
POL,2002,cefta
POL,2002,ecpol
POL,2002,eftapol
POL,2002,polfro
POL,2002,polisr
POL,2002,pollva
POL,2002,polltu
POL,2002,turpol
POL,2003,cefta
POL,2003,ecpol
POL,2003,eftapol
POL,2003,polfro
POL,2003,polisr
POL,2003,pollva
POL,2003,polltu
POL,2003,turpol
POL,2004,eu
POL,2004,cefta
POL,2004,euoct
POL,2004,euche
POL,2004,euchlg
POL,2004,euegy
POL,2004,eufro
POL,2004,eumkds
POL,2004,euisl
POL,2004,euisr
POL,2004,eujor
POL,2004,eulbn
POL,2004,eumar
POL,2004,eumex
POL,2004,eunor
POL,2004,eupse
POL,2004,eusyr
POL,2004,eutun
POL,2004,euzaf
POL,2004,euand
POL,2004,eusmr
POL,2004,eutur
POL,2004,eea
POL,2004,eccyp
POL,2004,ecmlt
POL,2004,ecbgr
POL,2004,eccze
POL,2004,ecest
POL,2004,echun
POL,2004,eclva
POL,2004,ecltu
POL,2004,ecpol
POL,2004,ecrou
POL,2004,ecsvk
POL,2004,euhrvg
POL,2004,ecsvn2
POL,2004,ecdza2
POL,2004,ecegy2
POL,2004,ecsvn3
POL,2004,eftapol
POL,2004,polfro
POL,2004,polisr
POL,2004,pollva
POL,2004,polltu
POL,2004,turpol
POL,2005,eu
POL,2005,euoct
POL,2005,euche
POL,2005,euchls
POL,2005,eudza
POL,2005,euegy
POL,2005,eufro
POL,2005,eumkds
POL,2005,euisl
POL,2005,euisr
POL,2005,eujor
POL,2005,eulbn
POL,2005,eumar
POL,2005,eumex
POL,2005,eunor
POL,2005,eupse
POL,2005,eusyr
POL,2005,eutun
POL,2005,euzaf
POL,2005,euand
POL,2005,eusmr
POL,2005,eutur
POL,2005,eea
POL,2005,ecbgr
POL,2005,ecrou
POL,2005,euhrvs
POL,2005,ecdza2
POL,2006,eu
POL,2006,eualbg
POL,2006,euoct
POL,2006,euche
POL,2006,euchls
POL,2006,eudza
POL,2006,euegy
POL,2006,eufro
POL,2006,eumkds
POL,2006,euisl
POL,2006,euisr
POL,2006,eujor
POL,2006,eulbn
POL,2006,eumar
POL,2006,eumex
POL,2006,eunor
POL,2006,eupse
POL,2006,eusyr
POL,2006,eutun
POL,2006,euzaf
POL,2006,euand
POL,2006,eusmr
POL,2006,eutur
POL,2006,eea
POL,2006,ecbgr
POL,2006,ecrou
POL,2006,euhrvs
POL,2007,eu
POL,2007,eualbg
POL,2007,euoct
POL,2007,euche
POL,2007,euchls
POL,2007,eudza
POL,2007,euegy
POL,2007,eufro
POL,2007,eumkds
POL,2007,euisl
POL,2007,euisr
POL,2007,eujor
POL,2007,eulbn
POL,2007,eumar
POL,2007,eumex
POL,2007,eunor
POL,2007,eupse
POL,2007,eusyr
POL,2007,eutun
POL,2007,euzaf
POL,2007,euand
POL,2007,eusmr
POL,2007,eutur
POL,2007,eea
POL,2007,euhrvs
POL,2008,eu
POL,2008,eualbg
POL,2008,euoct
POL,2008,euche
POL,2008,euchls
POL,2008,eudza
POL,2008,euegy
POL,2008,eufro
POL,2008,eumkds
POL,2008,euisl
POL,2008,euisr
POL,2008,eujor
POL,2008,eulbn
POL,2008,eumar
POL,2008,eumex
POL,2008,eumneg
POL,2008,eunor
POL,2008,eupse
POL,2008,eusyr
POL,2008,eutun
POL,2008,euzaf
POL,2008,euand
POL,2008,eusmr
POL,2008,eutur
POL,2008,eea
POL,2008,eucariforum
POL,2008,euhrvs
POL,2008,eubihg
POL,2009,eu
POL,2009,eualbs
POL,2009,euoct
POL,2009,euche
POL,2009,euchls
POL,2009,eudza
POL,2009,euegy
POL,2009,eufro
POL,2009,eumkds
POL,2009,euisl
POL,2009,euisr
POL,2009,eujor
POL,2009,eulbn
POL,2009,eumar
POL,2009,eumex
POL,2009,eumneg
POL,2009,eunor
POL,2009,eupngfji
POL,2009,eupse
POL,2009,eusyr
POL,2009,eutun
POL,2009,euzaf
POL,2009,euand
POL,2009,eusmr
POL,2009,eutur
POL,2009,eea
POL,2009,eucariforum
POL,2009,euhrvs
POL,2009,eubihg
POL,2010,eu
POL,2010,eualbs
POL,2010,euoct
POL,2010,euche
POL,2010,euchls
POL,2010,eudza
POL,2010,euegy
POL,2010,eufro
POL,2010,eumkds
POL,2010,euisl
POL,2010,euisr
POL,2010,eujor
POL,2010,eulbn
POL,2010,eumar
POL,2010,eumex
POL,2010,eumnes
POL,2010,eunor
POL,2010,eupngfji
POL,2010,eupse
POL,2010,eusrbg
POL,2010,eusyr
POL,2010,eutun
POL,2010,euzaf
POL,2010,euand
POL,2010,eusmr
POL,2010,eutur
POL,2010,eea
POL,2010,eucariforum
POL,2010,euhrvs
POL,2010,eubihg
POL,2011,eu
POL,2011,eualbs
POL,2011,euoct
POL,2011,euche
POL,2011,euchls
POL,2011,eudza
POL,2011,euegy
POL,2011,eufro
POL,2011,eumkds
POL,2011,euisl
POL,2011,euisr
POL,2011,eujor
POL,2011,eulbn
POL,2011,eumar
POL,2011,eumex
POL,2011,eumnes
POL,2011,eunor
POL,2011,eupngfji
POL,2011,eupse
POL,2011,eusrbg
POL,2011,eusyr
POL,2011,eutun
POL,2011,euzaf
POL,2011,euand
POL,2011,eusmr
POL,2011,eutur
POL,2011,eea
POL,2011,eucariforum
POL,2011,eukor
POL,2011,euhrvs
POL,2011,eubihg
POL,2012,eu
POL,2012,eualbs
POL,2012,euesag
POL,2012,euoct
POL,2012,euche
POL,2012,euchls
POL,2012,eudza
POL,2012,euegy
POL,2012,eufro
POL,2012,eumkds
POL,2012,euisl
POL,2012,euisr
POL,2012,eujor
POL,2012,eulbn
POL,2012,eumar
POL,2012,eumex
POL,2012,eumnes
POL,2012,eunor
POL,2012,eupngfji
POL,2012,eupse
POL,2012,eusrbg
POL,2012,eusyr
POL,2012,eutun
POL,2012,euzaf
POL,2012,euand
POL,2012,eusmr
POL,2012,eutur
POL,2012,eea
POL,2012,eucariforum
POL,2012,eukor
POL,2012,euhrvs
POL,2012,eubihg
POL,2013,eu
POL,2013,eualbs
POL,2013,euesag
POL,2013,euoct
POL,2013,euche
POL,2013,euchls
POL,2013,eudza
POL,2013,euegy
POL,2013,eufro
POL,2013,eumkds
POL,2013,euisl
POL,2013,euisr
POL,2013,eujor
POL,2013,eulbn
POL,2013,eumar
POL,2013,eumex
POL,2013,eumnes
POL,2013,eunor
POL,2013,eupngfji
POL,2013,eupse
POL,2013,eusrbs
POL,2013,eusyr
POL,2013,eutun
POL,2013,euzaf
POL,2013,euand
POL,2013,eusmr
POL,2013,eutur
POL,2013,eea
POL,2013,eucariforum
POL,2013,eucentr
POL,2013,eucolper
POL,2013,eukor
POL,2013,euhrvs
POL,2013,eubihg
POL,2014,eu
POL,2014,eualbs
POL,2014,euesag
POL,2014,euoct
POL,2014,euche
POL,2014,euchls
POL,2014,eucmr
POL,2014,eudza
POL,2014,euegy
POL,2014,eufro
POL,2014,eumkds
POL,2014,euisl
POL,2014,euisr
POL,2014,eujor
POL,2014,eulbn
POL,2014,eumar
POL,2014,eumex
POL,2014,eumnes
POL,2014,eunor
POL,2014,eupngfji
POL,2014,eupse
POL,2014,eusrbs
POL,2014,eusyr
POL,2014,eutun
POL,2014,euzaf
POL,2014,euand
POL,2014,eusmr
POL,2014,eutur
POL,2014,eea
POL,2014,eucariforum
POL,2014,eucentr
POL,2014,eucolper
POL,2014,eugeo
POL,2014,eumda
POL,2014,eukor
POL,2014,euukr
POL,2014,eubihg
POL,2015,eu
POL,2015,eualbs
POL,2015,euesag
POL,2015,euoct
POL,2015,euche
POL,2015,euchls
POL,2015,eucmr
POL,2015,eudza
POL,2015,euegy
POL,2015,eufro
POL,2015,eumkds
POL,2015,euisl
POL,2015,euisr
POL,2015,eujor
POL,2015,eulbn
POL,2015,eumar
POL,2015,eumex
POL,2015,eumnes
POL,2015,eunor
POL,2015,eupngfji
POL,2015,eupse
POL,2015,eusrbs
POL,2015,eusyr
POL,2015,eutun
POL,2015,euzaf
POL,2015,euand
POL,2015,eusmr
POL,2015,eutur
POL,2015,eea
POL,2015,eucariforum
POL,2015,eucentr
POL,2015,eucolper
POL,2015,eugeo
POL,2015,eumda
POL,2015,eukor
POL,2015,euukr
POL,2015,eubihs
POL,2016,eu
POL,2016,eualbs
POL,2016,euesag
POL,2016,euoct
POL,2016,euche
POL,2016,euchls
POL,2016,eucmr
POL,2016,eudza
POL,2016,euegy
POL,2016,eufro
POL,2016,eumkds
POL,2016,euisl
POL,2016,euisr
POL,2016,eujor
POL,2016,eulbn
POL,2016,eumar
POL,2016,eumex
POL,2016,eumnes
POL,2016,eunor
POL,2016,eupngfji
POL,2016,eupse
POL,2016,eusrbs
POL,2016,eusyr
POL,2016,eutun
POL,2016,euzaf
POL,2016,euand
POL,2016,eusmr
POL,2016,eutur
POL,2016,eea
POL,2016,eucariforum
POL,2016,eucentr
POL,2016,eucolper
POL,2016,eugeo
POL,2016,eumda
POL,2016,eukor
POL,2016,eusadc
POL,2016,eugha
POL,2016,euukr
POL,2016,euciv
POL,2016,eubihs
POL,2017,eu
POL,2017,eualbs
POL,2017,euesag
POL,2017,euoct
POL,2017,euche
POL,2017,euchls
POL,2017,eucmr
POL,2017,eudza
POL,2017,euegy
POL,2017,eufro
POL,2017,eumkds
POL,2017,euisl
POL,2017,euisr
POL,2017,eujor
POL,2017,eulbn
POL,2017,eumar
POL,2017,eumex
POL,2017,eumnes
POL,2017,eunor
POL,2017,eupngfji
POL,2017,eupse
POL,2017,eusrbs
POL,2017,eusyr
POL,2017,eutun
POL,2017,euzaf
POL,2017,euand
POL,2017,eusmr
POL,2017,eutur
POL,2017,eea
POL,2017,eucariforum
POL,2017,eucentr
POL,2017,eucolper
POL,2017,eugeo
POL,2017,eumda
POL,2017,eukor
POL,2017,eucan
POL,2017,eusadc
POL,2017,eugha
POL,2017,euukr
POL,2017,euciv
POL,2017,eubihs
POL,2018,eu
POL,2018,eualbs
POL,2018,euesag
POL,2018,euoct
POL,2018,euche
POL,2018,euchls
POL,2018,eucmr
POL,2018,eudza
POL,2018,euegy
POL,2018,eufro
POL,2018,eumkds
POL,2018,euisl
POL,2018,euisr
POL,2018,eujor
POL,2018,eulbn
POL,2018,eumar
POL,2018,eumex
POL,2018,eumnes
POL,2018,eunor
POL,2018,eupngfji
POL,2018,eupse
POL,2018,eusrbs
POL,2018,eusyr
POL,2018,eutun
POL,2018,euzaf
POL,2018,euand
POL,2018,eusmr
POL,2018,eutur
POL,2018,eea
POL,2018,eucariforum
POL,2018,eucentr
POL,2018,eucolper
POL,2018,eugeo
POL,2018,eumda
POL,2018,eukor
POL,2018,eucan
POL,2018,eusadc
